Journal Data Filtered By:  Selected JCR Year: 2020 Selected Editions: SCIE Selected Category Scheme: WoS,,,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Article Influence Score
1443,SEMINARS IN NEPHROLOGY,SEMIN NEPHROL,5.299,1.516
1444,PHYSICAL REVIEW D,PHYS REV D,5.296,0.996
1445,APPLIED THERMAL ENGINEERING,APPL THERM ENG,5.295,0.942
1446,Frontiers in Cellular and Infection Microbiology,FRONT CELL INFECT MI,5.293,1.419
1447,GEOTEXTILES AND GEOMEMBRANES,GEOTEXT GEOMEMBRANES,5.292,1.282
1448,ENVIRONMENTAL MODELLING & SOFTWARE,ENVIRON MODELL SOFTW,5.288,1.295
1449,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,MON NOT R ASTRON SOC,5.287,1.214
1450,Environmental Microbiome,ENVIRON MICROBIOME,5.286,1.418
1451,Current Psychiatry Reports,CURR PSYCHIAT REP,5.285,2.143
1451,JOURNAL OF CELL SCIENCE,J CELL SCI,5.285,2.034
1453,CANCER CYTOPATHOLOGY,CANCER CYTOPATHOL,5.284,1.012
1453,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,J BONE JOINT SURG AM,5.284,2.252
1453,Mineral Processing and Extractive Metallurgy Review,MIN PROC EXT MET REV,5.284,0.618
1456,INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,INT J ANTIMICROB AG,5.283,1.331
1457,Organic Chemistry Frontiers,ORG CHEM FRONT,5.281,1.007
1458,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,J AGR FOOD CHEM,5.279,0.831
1459,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,INT J FOOD MICROBIOL,5.277,0.947
1460,EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,EUR ARCH PSY CLIN N,5.276,1.303
1461,BIOORGANIC CHEMISTRY,BIOORG CHEM,5.275,0.648
1462,Research Synthesis Methods,RES SYNTH METHODS,5.273,3.928
1463,HEMATOLOGICAL ONCOLOGY,HEMATOL ONCOL,5.271,1.113
1463,Journal of Environmental Informatics,J ENVIRON INFORM,5.271,0.590
1465,JOURNAL OF NEUROTRAUMA,J NEUROTRAUM,5.269,1.298
1466,COLLOIDS AND SURFACES B-BIOINTERFACES,COLLOID SURFACE B,5.268,0.709
1467,Journal of Evidence-Based Dental Practice,J EVID-BASED DENT PR,5.267,0.803
1468,International Journal of Stroke,INT J STROKE,5.266,2.021
1469,INTERNATIONAL ENDODONTIC JOURNAL,INT ENDOD J,5.264,0.917
1470,Environmental Technology & Innovation,ENVIRON TECHNOL INNO,5.263,0.650
1471,RESUSCITATION,RESUSCITATION,5.262,2.310
1472,AMERICAN JOURNAL OF OPHTHALMOLOGY,AM J OPHTHALMOL,5.258,1.824
1473,EARTH AND PLANETARY SCIENCE LETTERS,EARTH PLANET SC LETT,5.255,2.248
1474,CLADISTICS,CLADISTICS,5.254,2.389
1475,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,J AM SOC ECHOCARDIOG,5.251,2.948
1475,NEUROPHARMACOLOGY,NEUROPHARMACOLOGY,5.251,1.291
1477,GENE THERAPY,GENE THER,5.250,1.022
1478,CELL AND TISSUE RESEARCH,CELL TISSUE RES,5.249,1.155
1479,ANNALS OF MATHEMATICS,ANN MATH,5.246,8.318
1479,Frontiers in Molecular Biosciences,FRONT MOL BIOSCI,5.246,1.532
1481,CNS Neuroscience & Therapeutics,CNS NEUROSCI THER,5.243,1.060
1482,Cell Death Discovery,CELL DEATH DISCOV,5.241,1.154
1483,WATER RESOURCES RESEARCH,WATER RESOUR RES,5.240,1.495
1484,CHROMOSOME RESEARCH,CHROMOSOME RES,5.239,1.377
1485,BEST PRACTICE & RESEARCH CLINICAL OBSTETRICS & GYNAECOLOGY,BEST PRACT RES CL OB,5.237,1.412
1485,Microbial Genomics,MICROBIOL GENOMICS,5.237,2.325
1487,CHEMISTRY-A EUROPEAN JOURNAL,CHEM-EUR J,5.236,1.070
1488,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,5.234,0.868
1489,Insights into Imaging,INSIGHTS IMAGING,5.231,1.246
1490,ENVIRONMENTAL REVIEWS,ENVIRON REV,5.227,1.382
1490,FlatChem,FLATCHEM,5.227,0.854
1492,JOURNAL OF INFECTIOUS DISEASES,J INFECT DIS,5.226,2.435
1493,EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,EXPERT REV MOL DIAGN,5.225,1.081
1494,FIELD CROPS RESEARCH,FIELD CROP RES,5.224,1.218
1495,Energy for Sustainable Development,ENERGY SUSTAIN DEV,5.223,0.965
1496,Frontiers in Chemistry,FRONT CHEM,5.221,1.006
1497,Expert Review of Vaccines,EXPERT REV VACCINES,5.217,1.687
1498,Autism Research,AUTISM RES,5.216,1.626
1499,EUROPACE,EUROPACE,5.214,1.678
1500,Reproductive Biology and Endocrinology,REPROD BIOL ENDOCRIN,5.211,1.092
1501,Evolution Letters,EVOL LETT,5.209,2.281
1501,JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,J THORAC CARDIOV SUR,5.209,1.613
1501,MEAT SCIENCE,MEAT SCI,5.209,0.748
1504,Neuroscience Bulletin,NEUROSCI BULL,5.203,1.141
1505,CURRENT PROBLEMS IN CARDIOLOGY,CURR PROB CARDIOLOGY,5.200,1.566
1505,npj Schizophrenia,NPJ SCHIZOPHR,5.200,2.171
1507,CATENA,CATENA,5.198,0.994
1508,PANMINERVA MEDICA,PANMINERVA MED,5.197,0.573
1509,CHEMICO-BIOLOGICAL INTERACTIONS,CHEM-BIOL INTERACT,5.194,0.727
1510,FASEB JOURNAL,FASEB J,5.192,1.482
1510,TRANSPORTATION,TRANSPORTATION,5.192,1.564
1512,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,ANTIMICROB AGENTS CH,5.191,1.461
1512,Journal of Orthopaedic Translation,J ORTHOP TRANSL,5.191,1.068
1514,HUMAN AND ECOLOGICAL RISK ASSESSMENT,HUM ECOL RISK ASSESS,5.190,0.507
1515,CRITICAL REVIEWS IN PLANT SCIENCES,CRIT REV PLANT SCI,5.188,2.037
1515,Egyptian Journal of Remote Sensing and Space Sciences,EGYPT J REMOTE SENS,5.188,1.055
1515,PSYCHIATRY AND CLINICAL NEUROSCIENCES,PSYCHIAT CLIN NEUROS,5.188,1.252
1518,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,BBA-MOL BASIS DIS,5.187,1.352
1519,Current Opinion in Insect Science,CURR OPIN INSECT SCI,5.186,1.650
1519,INTERNATIONAL JOURNAL OF FATIGUE,INT J FATIGUE,5.186,0.818
1521,CONTEMPORARY PHYSICS,CONTEMP PHYS,5.185,2.370
1522,Annual Review of Resource Economics,ANNU REV RESOUR ECON,5.184,2.531
1523,Evolutionary Applications,EVOL APPL,5.183,1.645
1524,Food Chemistry-X,FOOD CHEM X,5.182,0.923
1524,JOURNAL OF PHYSIOLOGY-LONDON,J PHYSIOL-LONDON,5.182,1.769
1526,ANESTHESIA AND ANALGESIA,ANESTH ANALG,5.178,1.408
1527,INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,INT J NEUROPSYCHOPH,5.176,1.364
1528,ANNALS OF FAMILY MEDICINE,ANN FAM MED,5.166,2.705
1529,Arabian Journal of Chemistry,ARAB J CHEM,5.165,0.673
1529,INORGANIC CHEMISTRY,INORG CHEM,5.165,0.888
1531,Annals of Gastroenterological Surgery,ANN GASTROENT SURG,5.164,1.170
1531,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,INT J ENERG RES,5.164,0.628
1533,Current Opinion in Chemical Engineering,CURR OPIN CHEM ENG,5.163,1.155
1534,ATHEROSCLEROSIS,ATHEROSCLEROSIS,5.162,1.442
1535,PROGRESS IN ORGANIC COATINGS,PROG ORG COAT,5.161,0.557
1536,Journal of the International Society of Sports Nutrition,J INT SOC SPORT NUTR,5.159,0.979
1537,JOURNAL OF BIOLOGICAL CHEMISTRY,J BIOL CHEM,5.157,1.578
1538,ARTHRITIS RESEARCH & THERAPY,ARTHRITIS RES THER,5.156,1.521
1539,Food Science and Human Wellness,FOOD SCI HUM WELL,5.154,1.378
1540,ARCHIVES OF TOXICOLOGY,ARCH TOXICOL,5.153,1.133
1541,CLINICAL & EXPERIMENTAL METASTASIS,CLIN EXP METASTAS,5.150,0.982
1542,Journal of the Association for Information Systems,J ASSOC INF SYST,5.149,1.738
1543,JOURNAL OF CLIMATE,J CLIMATE,5.148,2.385
1544,Natural Resources Research,NAT RESOUR RES,5.146,0.678
1545,Advances in Marine Biology,ADV MAR BIOL,5.143,1.244
1545,IEEE ROBOTICS & AUTOMATION MAGAZINE,IEEE ROBOT AUTOM MAG,5.143,1.343
1547,GERONTOLOGY,GERONTOLOGY,5.140,1.538
1548,DIVERSITY AND DISTRIBUTIONS,DIVERS DISTRIB,5.139,1.564
1549,Neural Regeneration Research,NEURAL REGEN RES,5.135,0.773
1550,POWDER TECHNOLOGY,POWDER TECHNOL,5.134,0.722
1551,Experimental Hematology & Oncology,EXP HEMATOL ONCOL,5.133,0.830
1552,Cell Division,CELL DIV,5.130,1.658
1553,AMBIO,AMBIO,5.129,1.435
1553,APPLIED MATHEMATICAL MODELLING,APPL MATH MODEL,5.129,0.887
1555,JOURNAL OF GENERAL INTERNAL MEDICINE,J GEN INTERN MED,5.128,2.579
1556,IMMUNOLOGY AND CELL BIOLOGY,IMMUNOL CELL BIOL,5.126,1.358
1556,International Journal of Social Robotics,INT J SOC ROBOT,5.126,0.886
1558,EUROPEAN JOURNAL OF AGRONOMY,EUR J AGRON,5.124,1.231
1559,IEEE Transactions on Transportation Electrification,IEEE T TRANSP ELECTR,5.123,1.459
1560,Science China-Physics Mechanics & Astronomy,SCI CHINA PHYS MECH,5.122,0.820
1561,JOURNAL OF DRUG TARGETING,J DRUG TARGET,5.121,0.771
1562,International Journal of Integrated Care,INT J INTEGR CARE,5.120,1.279
1563,Marine Drugs,MAR DRUGS,5.118,0.774
1564,RMD Open,RMD OPEN,5.117,1.750
1565,JOURNAL OF NEUROSURGERY,J NEUROSURG,5.115,1.323
1566,GLOBAL AND PLANETARY CHANGE,GLOBAL PLANET CHANGE,5.114,1.716
1567,Current Atherosclerosis Reports,CURR ATHEROSCLER REP,5.113,1.245
1568,ACS Synthetic Biology,ACS SYNTH BIOL,5.110,1.684
1569,MINERALIUM DEPOSITA,MINER DEPOSITA,5.109,1.271
1570,AEROSPACE SCIENCE AND TECHNOLOGY,AEROSP SCI TECHNOL,5.107,0.706
1570,Journal of Informetrics,J INFORMETR,5.107,1.339
1572,JOURNAL OF VIROLOGY,J VIROL,5.103,1.653
1573,ACS Chemical Biology,ACS CHEM BIOL,5.100,1.682
1574,Burns & Trauma,BURNS TRAUMA,5.099,0.948
1575,JOURNAL OF MOLECULAR ENDOCRINOLOGY,J MOL ENDOCRINOL,5.098,1.172
1576,ACS Applied Nano Materials,ACS APPL NANO MATER,5.097,0.878
1576,Nutrition & Diabetes,NUTR DIABETES,5.097,1.227
1578,APL Materials,APL MATER,5.096,1.244
1578,Current Osteoporosis Reports,CURR OSTEOPOROS REP,5.096,1.420
1580,Cancer Nanotechnology,CANCER NANOTECHNOL,5.095,1.578
1580,INTERNATIONAL JOURNAL OF OBESITY,INT J OBESITY,5.095,1.638
1580,VIRTUAL REALITY,VIRTUAL REAL-LONDON,5.095,1.003
1583,Frontiers in Medicine,FRONT MED-LAUSANNE,5.093,1.266
1583,Japanese Dental Science Review,JPN DENT SCI REV,5.093,0.790
1585,Expert Review of Anti-Infective Therapy,EXPERT REV ANTI-INFE,5.091,1.299
1585,JOURNAL OF ANIMAL ECOLOGY,J ANIM ECOL,5.091,1.776
1585,Therapeutic Advances in Chronic Disease,THER ADV CHRONIC DIS,5.091,1.342
1588,Chinese Journal of Cancer Research,CHINESE J CANCER RES,5.087,0.859
1588,HISTOPATHOLOGY,HISTOPATHOLOGY,5.087,1.259
1590,APPLIED INTELLIGENCE,APPL INTELL,5.086,0.694
1590,Advances in Applied Microbiology,ADV APPL MICROBIOL,5.086,1.658
1592,INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,INT J BIOCHEM CELL B,5.085,0.906
1593,ACS Infectious Diseases,ACS INFECT DIS,5.084,1.490
1594,IEEE TRANSACTIONS ON COMMUNICATIONS,IEEE T COMMUN,5.083,1.280
1594,IEEE Transactions on Automation Science and Engineering,IEEE T AUTOM SCI ENG,5.083,1.324
1596,Bone & Joint Journal,BONE JOINT J,5.082,1.575
1596,Cognitive Neurodynamics,COGN NEURODYNAMICS,5.082,0.625
1598,Current Neurology and Neuroscience Reports,CURR NEUROL NEUROSCI,5.081,1.384
1599,Biology-Basel,BIOLOGY-BASEL,5.079,2.085
1599,New Biotechnology,NEW BIOTECHNOL,5.079,1.004
1601,AIDS PATIENT CARE AND STDS,AIDS PATIENT CARE ST,5.078,1.622
1602,Nanomaterials,NANOMATERIALS-BASEL,5.076,0.756
1603,Current Oncology Reports,CURR ONCOL REP,5.075,1.113
1604,Hepatology Communications,HEPATOL COMMUN,5.073,1.684
1605,Current HIV/AIDS Reports,CURR HIV-AIDS REP,5.071,2.083
1605,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,PUBL ASTRON SOC JPN,5.071,1.246
1607,npj Science of Food,NPJ SCI FOOD,5.070,1.248
1608,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,PROG NEURO-PSYCHOPH,5.067,1.258
1609,Canadian Journal of Anesthesia-Journal canadien d anesthesie,CAN J ANESTH,5.063,1.277
1610,Molecular Catalysis,MOL CATAL,5.062,0.635
1611,BIOMASS & BIOENERGY,BIOMASS BIOENERG,5.061,0.788
1612,NETWORKS,NETWORKS,5.059,1.124
1613,JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,J ENZYM INHIB MED CH,5.051,0.601
1614,Expert Review of Clinical Pharmacology,EXPERT REV CLIN PHAR,5.050,0.947
1615,Viruses-Basel,VIRUSES-BASEL,5.048,1.416
1616,STRUCTURAL SAFETY,STRUCT SAF,5.047,1.462
1617,CELLULAR AND MOLECULAR NEUROBIOLOGY,CELL MOL NEUROBIOL,5.046,0.986
1618,CELLULOSE,CELLULOSE,5.044,0.689
1619,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,AM J PREV MED,5.043,2.545
1620,Journal of Materials Research and Technology-JMR&T,J MATER RES TECHNOL,5.039,0.668
1621,HUMAN BRAIN MAPPING,HUM BRAIN MAPP,5.038,1.843
1622,LIFE SCIENCES,LIFE SCI,5.037,0.830
1623,CURRENT TREATMENT OPTIONS IN ONCOLOGY,CURR TREAT OPTION ON,5.036,1.112
1624,MOLECULES AND CELLS,MOL CELLS,5.034,1.079
1625,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,J AM STAT ASSOC,5.033,5.315
1625,Ocular Surface,OCUL SURF,5.033,2.238
1627,Human Gene Therapy Clinical Development,HUM GENE THER CL DEV,5.032,0.877
1627,Journal of Animal Science and Biotechnology,J ANIM SCI BIOTECHNO,5.032,1.097
1627,Sustainable Production and Consumption,SUSTAIN PROD CONSUMP,5.032,0.748
1630,POLYMER DEGRADATION AND STABILITY,POLYM DEGRAD STABIL,5.030,0.666
1631,INTERNATIONAL JOURNAL OF DAMAGE MECHANICS,INT J DAMAGE MECH,5.029,0.551
1632,Biology of Sex Differences,BIOL SEX DIFFER,5.027,1.606
1633,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,SCAND J WORK ENV HEA,5.024,1.493
1634,Journal of Hydrology-Regional Studies,J HYDROL-REG STUD,5.023,1.189
1635,NONLINEAR DYNAMICS,NONLINEAR DYNAM,5.022,0.900
1636,CLINICAL AND EXPERIMENTAL ALLERGY,CLIN EXP ALLERGY,5.018,1.366
1637,IEEE JOURNAL OF SOLID-STATE CIRCUITS,IEEE J SOLID-ST CIRC,5.013,1.478
1638,International Journal of STEM Education,INT J STEM EDUC,5.012,1.360
1639,GEOCHIMICA ET COSMOCHIMICA ACTA,GEOCHIM COSMOCHIM AC,5.010,1.786
1639,Journal of Manufacturing Processes,J MANUF PROCESS,5.010,0.832
1641,International Journal of Health Policy and Management,INT J HEALTH POLICY,5.007,1.704
1642,CURRENT OPINION IN RHEUMATOLOGY,CURR OPIN RHEUMATOL,5.006,1.410
1642,GENES CHROMOSOMES & CANCER,GENE CHROMOSOME CANC,5.006,1.145
1642,STRUCTURE,STRUCTURE,5.006,2.430
1645,Transboundary and Emerging Diseases,TRANSBOUND EMERG DIS,5.005,0.995
1646,Obesity,OBESITY,5.002,1.643
1647,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,J MOL CELL CARDIOL,5.000,1.465
1647,NUTRITIONAL NEUROSCIENCE,NUTR NEUROSCI,5.000,0.880
1647,Therapeutic Advances in Psychopharmacology,THER ADV PSYCHOPHARM,5.000,1.033
1647,Wiley Interdisciplinary Reviews-Systems Biology and Medicine,WIRES SYST BIOL MED,5.000,1.476
1651,Plant Methods,PLANT METHODS,4.993,1.281
1652,Green Chemistry Letters and Reviews,GREEN CHEM LETT REV,4.990,0.649
1653,Biomass Conversion and Biorefinery,BIOMASS CONVERS BIOR,4.987,0.527
1654,Physical Review Applied,PHYS REV APPL,4.985,1.633
1655,JOURNAL OF INHERITED METABOLIC DISEASE,J INHERIT METAB DIS,4.982,1.402
1656,Journal of Inflammation-London,J INFLAMM-LOND,4.981,0.919
1656,PHARMACOECONOMICS,PHARMACOECONOMICS,4.981,1.788
1658,Sustainable Environment Research,SUSTAIN ENVIRON RES,4.980,0.892
1659,MACROMOLECULAR BIOSCIENCE,MACROMOL BIOSCI,4.979,0.667
1660,LAND DEGRADATION & DEVELOPMENT,LAND DEGRAD DEV,4.977,0.936
1661,Pain Physician,PAIN PHYSICIAN,4.970,0.916
1662,AMERICAN JOURNAL OF MEDICINE,AM J MED,4.965,2.103
1662,Journal of Natural Gas Science and Engineering,J NAT GAS SCI ENG,4.965,0.887
1662,PRODUCTION AND OPERATIONS MANAGEMENT,PROD OPER MANAG,4.965,1.587
1665,AQUATIC TOXICOLOGY,AQUAT TOXICOL,4.964,0.850
1665,PPAR Research,PPAR RES,4.964,0.899
1667,JOURNAL OF LEUKOCYTE BIOLOGY,J LEUKOCYTE BIOL,4.962,1.448
1668,ECOLOGICAL INDICATORS,ECOL INDIC,4.958,1.035
1669,COMPUTERS AND GEOTECHNICS,COMPUT GEOTECH,4.956,1.243
1669,Journal of Chemical Information and Modeling,J CHEM INF MODEL,4.956,1.234
1671,Epigenetics & Chromatin,EPIGENET CHROMATIN,4.954,2.143
1672,LWT-FOOD SCIENCE AND TECHNOLOGY,LWT-FOOD SCI TECHNOL,4.952,0.753
1673,EUROPEAN JOURNAL OF SOIL SCIENCE,EUR J SOIL SCI,4.949,0.943
1674,ARCHIVES OF PHARMACAL RESEARCH,ARCH PHARM RES,4.946,0.556
1675,Journal of Personalized Medicine,J PERS MED,4.945,1.396
1676,CARCINOGENESIS,CARCINOGENESIS,4.944,1.185
1677,RNA,RNA,4.942,2.194
1678,MOLECULAR PHARMACEUTICS,MOL PHARMACEUT,4.939,0.911
1678,SCHIZOPHRENIA RESEARCH,SCHIZOPHR RES,4.939,1.479
1678,TRANSPLANTATION,TRANSPLANTATION,4.939,1.449
1681,Molecular Systems Design & Engineering,MOL SYST DES ENG,4.935,1.118
1682,Environmental Evidence,ENVIRON EVID,4.932,1.250
1682,INTERNATIONAL IMMUNOPHARMACOLOGY,INT IMMUNOPHARMACOL,4.932,0.792
1682,Metabolites,METABOLITES,4.932,1.070
1685,IEEE TRANSACTIONS ON SIGNAL PROCESSING,IEEE T SIGNAL PROCES,4.931,1.701
1686,JOINT BONE SPINE,JOINT BONE SPINE,4.929,1.086
1686,SEMINARS IN ONCOLOGY,SEMIN ONCOL,4.929,1.504
1688,Journal of Atherosclerosis and Thrombosis,J ATHEROSCLER THROMB,4.928,0.939
1689,Complex & Intelligent Systems,COMPLEX INTELL SYST,4.927,0.980
1689,MAMMAL REVIEW,MAMMAL REV,4.927,1.432
1689,PLANT AND CELL PHYSIOLOGY,PLANT CELL PHYSIOL,4.927,1.446
1692,Journal of Neurogastroenterology and Motility,J NEUROGASTROENTEROL,4.924,1.182
1693,SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,4.923,0.847
1694,Annals of Physical and Rehabilitation Medicine,ANN PHYS REHABIL MED,4.919,1.324
1695,CURRENT OPINION IN INFECTIOUS DISEASES,CURR OPIN INFECT DIS,4.915,1.519
1696,Colloid and Interface Science Communications,COLLOID INTERFAC SCI,4.914,0.521
1696,NEUROENDOCRINOLOGY,NEUROENDOCRINOLOGY,4.914,1.842
1698,DNA REPAIR,DNA REPAIR,4.913,1.614
1699,Frontiers in Marine Science,FRONT MAR SCI,4.912,1.368
1699,Skeletal Muscle,SKELET MUSCLE,4.912,1.507
1701,MILBANK QUARTERLY,MILBANK Q,4.911,4.406
1702,Biomedical Journal,BIOMED J,4.910,0.812
1702,Journal of the Academy of Nutrition and Dietetics,J ACAD NUTR DIET,4.910,1.547
1704,PSYCHONEUROENDOCRINOLOGY,PSYCHONEUROENDOCRINO,4.905,1.537
1705,Advances in Catalysis,ADV CATAL,4.900,2.588
1706,AMERICAN JOURNAL OF EPIDEMIOLOGY,AM J EPIDEMIOL,4.897,2.681
1706,Current Topics in Developmental Biology,CURR TOP DEV BIOL,4.897,1.843
1708,PARKINSONISM & RELATED DISORDERS,PARKINSONISM RELAT D,4.891,1.431
1709,CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,CRIT REV THER DRUG,4.889,0.540
1709,DYES AND PIGMENTS,DYES PIGMENTS,4.889,0.553
1709,Geocarto International,GEOCARTO INT,4.889,0.651
1712,Antimicrobial Resistance and Infection Control,ANTIMICROB RESIST IN,4.887,1.343
1713,MANAGEMENT SCIENCE,MANAGE SCI,4.883,4.062
1714,Forensic Science International-Genetics,FORENSIC SCI INT-GEN,4.882,0.860
1715,NeuroImage-Clinical,NEUROIMAGE-CLIN,4.881,1.599
1716,Biomolecules,BIOMOLECULES,4.879,1.041
1717,HUMAN MUTATION,HUM MUTAT,4.878,2.160
1718,SAFETY SCIENCE,SAFETY SCI,4.877,0.947
1719,DIABETES-METABOLISM RESEARCH AND REVIEWS,DIABETES-METAB RES,4.876,1.311
1720,QUARTERLY REVIEW OF BIOLOGY,Q REV BIOL,4.875,1.662
1721,ARCHIVOS DE BRONCONEUMOLOGIA,ARCH BRONCONEUMOL,4.872,0.965
1721,BREAST CANCER RESEARCH AND TREATMENT,BREAST CANCER RES TR,4.872,1.336
1721,TRIBOLOGY INTERNATIONAL,TRIBOL INT,4.872,0.788
1724,CELLULAR IMMUNOLOGY,CELL IMMUNOL,4.868,1.266
1725,PEDIATRIC DIABETES,PEDIATR DIABETES,4.866,1.202
1726,INTERNATIONAL JOURNAL OF EATING DISORDERS,INT J EAT DISORDER,4.861,1.518
1727,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,ENVIRON TOXICOL PHAR,4.860,0.706
1728,ANNALS OF OPERATIONS RESEARCH,ANN OPER RES,4.854,0.835
1729,JCO Precision Oncology,JCO PRECIS ONCOL,4.853,2.610
1729,Waves in Random and Complex Media,WAVE RANDOM COMPLEX,4.853,0.590
1731,TECTONICS,TECTONICS,4.851,1.683
1732,JOURNAL OF METAMORPHIC GEOLOGY,J METAMORPH GEOL,4.850,1.670
1733,JOURNAL OF NEUROLOGY,J NEUROL,4.849,1.398
1733,TOXICOLOGICAL SCIENCES,TOXICOL SCI,4.849,1.058
1735,Remote Sensing,REMOTE SENS-BASEL,4.848,0.933
1736,Dermatitis,DERMATITIS,4.845,0.947
1736,PEST MANAGEMENT SCIENCE,PEST MANAG SCI,4.845,0.907
1738,JOURNAL OF HYPERTENSION,J HYPERTENS,4.844,1.237
1739,JOURNAL OF AFFECTIVE DISORDERS,J AFFECT DISORDERS,4.839,1.527
1740,Surfaces and Interfaces,SURF INTERFACES,4.837,0.569
1741,OPTICS AND LASERS IN ENGINEERING,OPT LASER ENG,4.836,0.884
1741,Sexual Medicine Reviews,SEX MED REV,4.836,1.632
1743,ADVANCED POWDER TECHNOLOGY,ADV POWDER TECHNOL,4.833,0.686
1743,Advances in Organometallic Chemistry,ADV ORGANOMET CHEM,4.833,1.320
1745,COASTAL ENGINEERING,COAST ENG,4.830,0.983
1745,Sports Medicine-Open,SPORTS MED-OPEN,4.830,1.206
1747,JOURNAL OF ADOLESCENT HEALTH,J ADOLESCENT HEALTH,4.828,2.203
1748,INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,4.827,0.720
1749,BIOGEOCHEMISTRY,BIOGEOCHEMISTRY,4.825,1.248
1750,INTERNATIONAL IMMUNOLOGY,INT IMMUNOL,4.823,1.680
1751,EPIDEMIOLOGY,EPIDEMIOLOGY,4.822,2.850
1752,MICROCHEMICAL JOURNAL,MICROCHEM J,4.821,0.613
1753,Zeitschrift fur Medizinische Physik,Z MED PHYS,4.820,0.805
1754,Structural Control & Health Monitoring,STRUCT CONTROL HLTH,4.819,0.900
1755,Journal of Immunology Research,J IMMUNOL RES,4.818,1.083
1756,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,APPL MICROBIOL BIOT,4.813,0.864
1756,Current Diabetes Reports,CURR DIABETES REP,4.813,1.527
1756,JOURNAL OF MAGNETIC RESONANCE IMAGING,J MAGN RESON IMAGING,4.813,1.286
1759,CURRENT ALLERGY AND ASTHMA REPORTS,CURR ALLERGY ASTHM R,4.806,1.115
1759,MINERVA MEDICA,MINERVA MED,4.806,0.553
1761,GEOLOGICAL SOCIETY OF AMERICA BULLETIN,GEOL SOC AM BULL,4.799,1.719
1761,INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,INVEST OPHTH VIS SCI,4.799,1.323
1763,ATMOSPHERIC ENVIRONMENT,ATMOS ENVIRON,4.798,1.073
1763,JOURNAL OF NUTRITION,J NUTR,4.798,1.429
1765,ACM TRANSACTIONS ON INFORMATION SYSTEMS,ACM T INFORM SYST,4.797,0.997
1765,MOLECULAR GENETICS AND METABOLISM,MOL GENET METAB,4.797,1.237
1767,Health Reports,HEALTH REP,4.796,1.264
1768,ARTHRITIS CARE & RESEARCH,ARTHRIT CARE RES,4.794,1.672
1769,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,APPL ENVIRON MICROB,4.792,1.264
1770,JOURNAL OF PSYCHIATRIC RESEARCH,J PSYCHIATR RES,4.791,1.616
1771,COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,COMPUT MED IMAG GRAP,4.790,0.986
1771,Clinical Epidemiology,CLIN EPIDEMIOL,4.790,2.248
1773,Clinical Lung Cancer,CLIN LUNG CANCER,4.785,1.212
1773,DISEASES OF THE COLON & RECTUM,DIS COLON RECTUM,4.785,1.410
1773,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,EUR CHILD ADOLES PSY,4.785,1.543
1773,PSYCHOLOGY OF SPORT AND EXERCISE,PSYCHOL SPORT EXERC,4.785,1.186
1777,MOLECULAR CARCINOGENESIS,MOL CARCINOGEN,4.784,0.796
1778,Rice,RICE,4.783,1.077
1779,Synthetic and Systems Biotechnology,SYN SYST BIOTECHNO,4.781,1.231
1780,BMB Reports,BMB REP,4.778,0.961
1780,BMC Biophysics,BMC BIOPHYS,4.778,0.659
